age,income,loan_amount,loan_term,credit_score,num_credit_lines,num_delinquencies,employment_years,debt_to_income,home_ownership,loan_purpose,num_inquiries,savings_balance,months_last_delinq,default
37,34204,9478,24,478,12,2,1.3,0.177,OWN,DEBT_CONSOLIDATION,0,14749.0,3.0,0
43,24349,26543,12,621,10,0,1.4,0.138,OWN,DEBT_CONSOLIDATION,0,2101.0,,0
57,13773,20998,36,619,13,0,5.1,0.274,MORTGAGE,MEDICAL,0,2655.0,,0
36,58770,10430,24,634,14,2,0.4,0.179,MORTGAGE,DEBT_CONSOLIDATION,0,3981.0,50.0,0
26,77010,13221,24,635,11,0,4.2,0.493,RENT,DEBT_CONSOLIDATION,0,1614.0,,0
28,38637,11049,12,597,3,3,8.6,0.37,RENT,DEBT_CONSOLIDATION,1,2035.0,18.0,0
45,41795,8544,48,594,6,1,7.3,0.486,OWN,HOME_IMPROVEMENT,0,3652.0,30.0,0
38,49104,4069,48,665,10,0,0.8,0.305,RENT,AUTO,7,3285.0,,0
45,126408,9522,24,569,11,1,,0.558,RENT,MEDICAL,2,24161.0,9.0,0
32,19137,8632,48,631,6,0,7.4,0.174,MORTGAGE,AUTO,0,500.0,,0
35,38227,14479,36,592,1,0,0.0,0.319,MORTGAGE,PERSONAL,2,7563.0,,0
46,17445,18187,24,665,6,0,6.7,0.429,MORTGAGE,MEDICAL,3,1946.0,,0
61,60925,7620,36,734,5,1,6.7,0.195,MORTGAGE,AUTO,0,2316.0,9.0,0
65,44964,17352,24,737,7,0,3.4,0.325,MORTGAGE,DEBT_CONSOLIDATION,3,166.0,,0
46,55370,6841,48,749,6,0,0.2,0.493,MORTGAGE,HOME_IMPROVEMENT,2,1382.0,,0
67,53738,12238,12,611,12,0,4.3,0.115,MORTGAGE,PERSONAL,3,7150.0,,0
52,88825,8763,60,618,12,0,7.3,0.397,MORTGAGE,DEBT_CONSOLIDATION,2,1481.0,,0
30,67703,22524,12,532,7,0,1.6,0.101,MORTGAGE,DEBT_CONSOLIDATION,2,1960.0,,0
36,80685,14498,36,610,2,0,5.5,0.15,RENT,PERSONAL,0,2452.0,,0
27,25866,12368,60,613,12,0,2.2,0.232,OWN,DEBT_CONSOLIDATION,0,4738.0,,0
37,100298,8624,12,587,1,0,4.3,0.289,MORTGAGE,PERSONAL,1,31622.0,,0
43,31780,10613,36,587,14,0,2.4,0.097,RENT,DEBT_CONSOLIDATION,0,3311.0,,0
46,32895,48067,36,495,7,2,1.8,0.211,RENT,PERSONAL,1,155992.0,34.0,0
41,57671,9407,36,525,9,1,9.7,0.217,RENT,DEBT_CONSOLIDATION,1,104956.0,63.0,0
42,58756,18687,24,643,2,0,,0.173,MORTGAGE,HOME_IMPROVEMENT,0,30661.0,,0
27,25768,12347,12,646,12,3,2.1,0.355,MORTGAGE,PERSONAL,0,,6.0,0
34,44180,18317,36,681,7,0,2.9,0.162,RENT,AUTO,0,5711.0,,0
35,119724,24002,36,617,3,0,5.9,0.185,OWN,PERSONAL,2,26217.0,,0
27,20313,10428,36,640,6,2,8.3,0.33,RENT,PERSONAL,1,56718.0,20.0,0
29,119507,21957,24,746,3,1,,0.258,MORTGAGE,AUTO,1,4210.0,36.0,0
68,42403,92010,36,635,13,5,3.9,0.338,MORTGAGE,DEBT_CONSOLIDATION,0,5152.0,16.0,1
28,12056,19876,36,586,10,4,15.4,0.246,OWN,DEBT_CONSOLIDATION,3,9923.0,70.0,0
43,21589,41337,36,538,13,0,7.4,0.266,RENT,HOME_IMPROVEMENT,2,3193.0,,0
49,27499,18708,36,707,11,5,0.6,0.221,RENT,DEBT_CONSOLIDATION,1,24849.0,48.0,0
38,33713,6958,24,495,11,4,4.1,0.318,OWN,MEDICAL,0,,4.0,0
51,46036,16204,24,568,11,0,2.6,0.055,MORTGAGE,PERSONAL,2,5701.0,,0
50,9681,10601,24,675,5,5,7.9,0.409,RENT,PERSONAL,4,778.0,67.0,1
59,54835,8803,36,477,2,0,0.2,0.241,MORTGAGE,PERSONAL,0,3462.0,,0
55,26028,12698,24,587,8,1,2.6,0.103,RENT,AUTO,2,1398.0,30.0,0
38,112906,11988,36,650,14,0,1.9,0.263,OWN,DEBT_CONSOLIDATION,1,3386.0,,0
62,41685,6362,36,607,8,0,0.8,0.148,MORTGAGE,PERSONAL,0,412.0,,1
59,86311,88958,36,556,7,1,2.4,0.317,MORTGAGE,DEBT_CONSOLIDATION,2,7932.0,42.0,0
37,95436,23518,36,589,6,0,5.6,0.267,RENT,AUTO,0,2208.0,,0
34,93898,15852,24,709,1,1,,0.321,RENT,AUTO,2,14489.0,3.0,0
51,34897,14227,36,795,8,1,4.3,0.343,RENT,MEDICAL,0,3392.0,65.0,0
44,34630,30997,60,651,1,0,4.5,0.162,MORTGAGE,HOME_IMPROVEMENT,1,10865.0,,0
55,42831,57119,48,470,8,0,4.4,0.245,RENT,DEBT_CONSOLIDATION,0,1988.0,,0
64,71807,21581,48,688,11,1,3.8,0.188,RENT,AUTO,1,10311.0,25.0,1
65,36083,14543,48,606,2,2,0.6,0.102,MORTGAGE,AUTO,0,56478.0,35.0,0
54,45636,37453,36,546,8,1,1.2,0.258,RENT,DEBT_CONSOLIDATION,1,1349.0,65.0,0
23,57766,14760,12,571,10,1,8.0,0.434,OWN,DEBT_CONSOLIDATION,0,10449.0,39.0,0
57,28483,18119,36,575,12,1,3.5,0.365,OWN,DEBT_CONSOLIDATION,0,,18.0,0
63,27423,26922,24,520,4,0,6.1,0.342,MORTGAGE,HOME_IMPROVEMENT,0,3046.0,,0
60,44580,10193,36,634,7,0,4.2,0.142,OWN,AUTO,2,330.0,,0
46,48267,3124,48,795,5,5,0.2,0.341,OWN,DEBT_CONSOLIDATION,2,8630.0,62.0,0
43,63598,9852,48,546,8,2,8.0,0.308,MORTGAGE,PERSONAL,0,1688.0,9.0,0
64,73360,22951,36,792,12,0,0.3,0.208,MORTGAGE,HOME_IMPROVEMENT,1,9618.0,,0
59,25351,21846,36,657,6,0,14.3,0.459,RENT,DEBT_CONSOLIDATION,2,5410.0,,1
35,30114,34196,36,632,14,0,1.2,0.337,MORTGAGE,DEBT_CONSOLIDATION,4,2662.0,,0
69,27379,10119,48,612,5,1,3.6,0.331,MORTGAGE,PERSONAL,0,10005.0,45.0,0
24,114401,40403,48,571,1,0,0.3,0.393,MORTGAGE,MEDICAL,1,14483.0,,1
49,45608,15208,60,664,3,1,11.3,0.293,MORTGAGE,PERSONAL,2,2112.0,20.0,0
42,49498,20396,12,684,10,0,19.5,0.354,MORTGAGE,PERSONAL,0,15222.0,,0
45,50750,25148,36,433,9,0,0.8,0.065,OWN,DEBT_CONSOLIDATION,0,2712.0,,0
33,31908,5079,24,850,14,3,,0.213,RENT,DEBT_CONSOLIDATION,2,103.0,32.0,0
38,125312,6612,24,486,9,0,0.1,0.128,MORTGAGE,DEBT_CONSOLIDATION,1,4821.0,,1
53,62731,6460,60,595,5,4,7.7,0.11,MORTGAGE,DEBT_CONSOLIDATION,0,1568.0,5.0,1
36,50199,28298,60,422,3,0,1.9,0.095,MORTGAGE,PERSONAL,2,2212.0,,1
65,25257,10788,24,617,6,0,4.4,0.451,MORTGAGE,HOME_IMPROVEMENT,0,264.0,,1
62,24412,55233,12,600,5,0,,0.33,RENT,DEBT_CONSOLIDATION,2,5371.0,,1
64,40727,13391,24,596,1,2,6.3,0.431,MORTGAGE,HOME_IMPROVEMENT,4,1486.0,13.0,0
22,32209,4770,48,665,2,2,3.8,0.269,RENT,DEBT_CONSOLIDATION,1,1845.0,50.0,1
55,25836,8344,24,619,12,0,6.5,0.196,MORTGAGE,MEDICAL,1,14389.0,,0
62,39239,14504,12,685,5,0,,0.126,RENT,HOME_IMPROVEMENT,1,235.0,,0
54,43051,19161,12,534,14,1,0.5,0.199,RENT,HOME_IMPROVEMENT,3,5904.0,18.0,1
50,53374,6705,36,646,9,0,4.3,0.191,OWN,PERSONAL,0,6056.0,,0
33,36230,19889,60,586,12,0,5.2,0.081,OWN,HOME_IMPROVEMENT,1,4957.0,,0
33,26781,23978,24,608,4,0,3.6,0.153,OWN,PERSONAL,4,15329.0,,0
38,27344,8530,36,662,9,1,1.0,0.12,OWN,MEDICAL,2,11493.0,33.0,0
52,101497,53019,24,597,3,0,7.9,0.253,MORTGAGE,HOME_IMPROVEMENT,0,4311.0,,1
52,23131,9202,36,631,1,0,29.9,0.233,RENT,HOME_IMPROVEMENT,3,1370.0,,0
55,60956,6635,48,541,6,0,17.4,0.314,RENT,PERSONAL,0,2033.0,,0
59,66952,4580,24,733,10,0,7.5,0.246,MORTGAGE,PERSONAL,2,3533.0,,0
66,45580,31396,24,701,14,1,2.7,0.432,RENT,AUTO,5,175.0,46.0,0
49,141591,13575,48,648,7,2,2.1,0.173,MORTGAGE,HOME_IMPROVEMENT,1,1900.0,44.0,0
69,66239,9552,12,619,4,0,0.4,0.058,MORTGAGE,DEBT_CONSOLIDATION,3,17229.0,,0
49,148115,4760,36,631,10,0,2.7,0.188,RENT,PERSONAL,2,2190.0,,0
64,33169,10173,36,731,5,0,0.8,0.278,MORTGAGE,MEDICAL,3,10399.0,,0
36,33511,70757,24,695,4,2,1.5,0.169,RENT,AUTO,5,11320.0,68.0,1
64,67274,2978,48,732,3,0,11.1,0.376,OWN,AUTO,0,,,0
67,41903,8586,48,610,1,5,17.3,0.183,MORTGAGE,DEBT_CONSOLIDATION,0,2408.0,22.0,0
30,134780,46861,36,681,13,0,14.8,0.177,RENT,PERSONAL,1,2621.0,,0
50,60175,32025,12,741,6,0,1.1,0.38,OWN,DEBT_CONSOLIDATION,5,5442.0,,0
45,26193,8960,36,561,10,0,11.6,0.454,RENT,HOME_IMPROVEMENT,1,1294.0,,0
59,17290,15406,36,555,5,1,0.8,0.366,OWN,HOME_IMPROVEMENT,3,1464.0,7.0,0
40,46773,18473,36,663,11,1,3.5,0.104,MORTGAGE,MEDICAL,2,13374.0,59.0,0
25,46468,14672,48,535,1,0,5.2,0.249,MORTGAGE,DEBT_CONSOLIDATION,1,1475.0,,0
21,59175,46589,12,485,5,0,3.1,0.334,OWN,AUTO,1,7070.0,,0
50,101358,16947,36,739,6,0,15.2,0.354,MORTGAGE,DEBT_CONSOLIDATION,1,6103.0,,0
69,93664,29580,36,754,10,0,2.0,0.063,RENT,PERSONAL,0,3596.0,,0
23,34636,15171,36,539,5,0,3.7,0.198,OWN,DEBT_CONSOLIDATION,3,5152.0,,0
65,22555,3221,48,518,1,0,0.4,0.442,OWN,MEDICAL,0,8835.0,,0
34,23377,5798,24,584,14,1,9.6,0.314,RENT,PERSONAL,4,23610.0,48.0,1
50,31506,6705,36,746,5,0,,0.283,MORTGAGE,DEBT_CONSOLIDATION,1,1073.0,,0
24,39339,11221,60,605,10,0,6.0,0.207,MORTGAGE,DEBT_CONSOLIDATION,0,1024.0,,0
38,58867,57233,36,648,1,0,5.7,0.152,MORTGAGE,PERSONAL,0,3201.0,,0
57,30316,17218,36,667,11,0,5.6,0.214,MORTGAGE,DEBT_CONSOLIDATION,4,5767.0,,0
45,58002,12406,36,654,3,0,3.5,0.165,MORTGAGE,DEBT_CONSOLIDATION,0,5252.0,,0
68,60914,31793,60,766,12,0,1.6,0.06,RENT,PERSONAL,2,34043.0,,0
21,53424,4835,60,578,13,0,4.9,0.269,OWN,PERSONAL,0,1047.0,,0
66,24905,9483,36,631,2,3,16.3,0.382,RENT,DEBT_CONSOLIDATION,1,425.0,62.0,0
35,64906,8552,12,659,13,0,,0.117,OWN,PERSONAL,0,7101.0,,0
29,170888,17652,60,635,1,0,0.6,0.052,RENT,PERSONAL,0,4866.0,,0
35,56814,25011,36,536,4,2,0.1,0.431,RENT,MEDICAL,0,3048.0,42.0,1
69,8334,18584,36,514,2,0,3.5,0.129,MORTGAGE,AUTO,1,10401.0,,1
44,103211,18791,48,513,5,3,7.5,0.275,OWN,HOME_IMPROVEMENT,1,435.0,38.0,0
24,32156,10376,36,701,10,0,1.9,0.331,RENT,AUTO,1,383.0,,0
32,190885,16723,12,570,1,1,6.0,0.161,RENT,HOME_IMPROVEMENT,0,270.0,48.0,0
57,52566,7421,48,679,12,1,13.4,0.25,MORTGAGE,DEBT_CONSOLIDATION,0,1448.0,35.0,0
57,17840,21416,36,647,10,3,3.1,0.318,OWN,DEBT_CONSOLIDATION,2,17823.0,48.0,0
63,14203,9410,36,557,1,1,1.4,0.432,RENT,AUTO,0,529.0,14.0,0
26,123481,6093,24,559,11,0,12.5,0.233,MORTGAGE,MEDICAL,1,3829.0,,0
59,95182,13718,36,651,10,1,3.2,0.379,OWN,MEDICAL,2,5412.0,26.0,0
66,186393,3501,24,646,4,0,2.6,0.215,RENT,PERSONAL,1,27206.0,,0
44,49343,37499,36,681,7,1,2.2,0.651,MORTGAGE,HOME_IMPROVEMENT,0,1187.0,42.0,0
31,47386,23341,36,601,14,0,2.7,0.273,MORTGAGE,DEBT_CONSOLIDATION,1,1127.0,,0
33,38963,16914,60,568,14,1,5.6,0.109,RENT,DEBT_CONSOLIDATION,3,13982.0,55.0,0
54,33025,4287,36,649,2,1,2.8,0.289,RENT,PERSONAL,1,903.0,50.0,0
45,38737,8183,48,760,2,3,2.0,0.286,OWN,PERSONAL,1,17541.0,21.0,0
27,55853,13744,48,480,1,0,6.8,0.153,RENT,DEBT_CONSOLIDATION,0,5791.0,,0
24,29545,11113,48,572,5,2,1.1,0.39,RENT,PERSONAL,0,367.0,40.0,1
28,18005,4097,24,690,6,0,1.1,0.181,MORTGAGE,PERSONAL,5,8511.0,,0
40,53956,5316,60,658,13,0,6.0,0.225,MORTGAGE,MEDICAL,3,6550.0,,0
49,29152,10958,36,691,6,1,10.1,0.155,RENT,DEBT_CONSOLIDATION,0,2658.0,25.0,0
65,7019,5441,12,603,2,1,1.4,0.489,MORTGAGE,PERSONAL,0,1613.0,69.0,1
66,68291,34891,24,502,12,1,1.1,0.116,MORTGAGE,HOME_IMPROVEMENT,0,,29.0,0
30,25214,18886,48,782,12,2,,0.303,MORTGAGE,DEBT_CONSOLIDATION,5,151.0,67.0,0
63,72917,7613,12,732,7,0,4.8,0.375,RENT,HOME_IMPROVEMENT,1,510.0,,0
54,71877,30285,24,637,6,1,3.0,0.653,RENT,DEBT_CONSOLIDATION,3,1832.0,47.0,1
46,58114,26302,48,568,8,0,0.5,0.338,MORTGAGE,PERSONAL,1,6827.0,,0
61,219277,16355,60,598,6,0,0.5,0.281,MORTGAGE,PERSONAL,3,3629.0,,0
69,45124,12995,36,659,9,0,7.5,0.291,MORTGAGE,AUTO,0,1453.0,,0
23,41300,10841,24,618,10,2,3.0,0.28,OWN,AUTO,1,7251.0,5.0,1
26,73880,9155,12,638,2,1,9.8,0.303,MORTGAGE,DEBT_CONSOLIDATION,1,380.0,13.0,0
25,47417,5241,36,776,7,0,4.3,0.218,OWN,MEDICAL,6,5840.0,,0
25,98351,38942,12,718,5,1,4.8,0.374,MORTGAGE,AUTO,0,2465.0,39.0,0
67,22896,9280,36,540,1,0,13.6,0.103,MORTGAGE,PERSONAL,1,,,0
43,23126,13626,24,646,3,2,0.9,0.379,MORTGAGE,DEBT_CONSOLIDATION,2,6917.0,45.0,0
69,77613,7064,60,595,4,1,3.9,0.319,RENT,DEBT_CONSOLIDATION,4,9802.0,17.0,0
29,24370,11141,36,665,12,0,0.3,0.446,MORTGAGE,AUTO,4,1646.0,,0
55,70648,98277,24,634,2,5,2.2,0.453,MORTGAGE,HOME_IMPROVEMENT,1,1397.0,59.0,0
40,61206,8037,60,850,7,0,0.8,0.324,MORTGAGE,DEBT_CONSOLIDATION,5,4688.0,,0
69,32316,36828,24,676,1,1,1.0,0.262,RENT,HOME_IMPROVEMENT,2,547.0,30.0,0
62,61102,13102,36,628,3,0,13.7,0.41,RENT,DEBT_CONSOLIDATION,3,,,0
55,23371,21503,48,796,12,0,4.7,0.292,OWN,AUTO,4,29441.0,,0
38,26905,31927,36,657,9,1,11.1,0.352,RENT,AUTO,0,481.0,51.0,0
37,42518,16165,36,510,11,0,2.9,0.242,OWN,HOME_IMPROVEMENT,1,4898.0,,0
44,51398,10444,36,629,14,3,4.6,0.255,RENT,DEBT_CONSOLIDATION,1,16931.0,64.0,0
23,40856,11728,24,692,2,0,0.2,0.371,MORTGAGE,HOME_IMPROVEMENT,3,2186.0,,1
52,63568,12008,12,681,5,0,3.2,0.12,OWN,DEBT_CONSOLIDATION,1,1373.0,,0
55,61888,49269,48,725,4,1,4.2,0.113,MORTGAGE,DEBT_CONSOLIDATION,0,16896.0,20.0,1
58,122715,4727,36,653,12,0,0.1,0.157,RENT,AUTO,2,21137.0,,0
33,46297,3868,24,647,3,0,7.8,0.154,MORTGAGE,DEBT_CONSOLIDATION,1,448.0,,0
67,100382,4053,24,520,5,3,1.8,0.241,MORTGAGE,PERSONAL,4,4241.0,9.0,1
45,85173,7146,60,769,6,1,,0.256,RENT,DEBT_CONSOLIDATION,2,3112.0,71.0,0
29,194150,21809,60,614,1,0,3.8,0.07,OWN,DEBT_CONSOLIDATION,0,370.0,,0
24,45417,22765,36,556,2,1,24.3,0.256,RENT,DEBT_CONSOLIDATION,5,451.0,33.0,0
34,38093,8732,48,850,1,4,0.5,0.397,OWN,PERSONAL,1,1100.0,24.0,0
57,104257,13096,48,782,3,0,4.1,0.25,MORTGAGE,DEBT_CONSOLIDATION,1,3716.0,,0
54,61775,6116,24,601,8,1,,0.237,RENT,AUTO,4,19516.0,4.0,0
31,105767,6526,12,480,8,0,0.4,0.376,RENT,HOME_IMPROVEMENT,2,98.0,,0
61,75364,20048,24,578,4,3,5.0,0.542,RENT,PERSONAL,1,4248.0,22.0,0
23,13849,27816,48,774,6,2,1.7,0.247,MORTGAGE,MEDICAL,0,1055.0,23.0,0
48,61439,9568,48,655,12,2,0.5,0.189,RENT,PERSONAL,5,7263.0,26.0,0
49,59085,41962,48,525,9,4,1.0,0.133,MORTGAGE,PERSONAL,0,13679.0,49.0,1
29,53096,26263,24,706,14,0,8.7,0.334,MORTGAGE,DEBT_CONSOLIDATION,0,14221.0,,0
23,45282,40709,36,622,7,0,0.5,0.167,RENT,AUTO,3,3207.0,,0
45,18858,10822,48,584,2,0,3.1,0.354,OWN,PERSONAL,1,2353.0,,0
54,82827,38734,60,591,11,0,1.1,0.11,MORTGAGE,DEBT_CONSOLIDATION,0,20594.0,,0
32,61345,61432,12,751,2,1,0.9,0.259,RENT,DEBT_CONSOLIDATION,0,2367.0,52.0,0
62,94956,10009,48,686,3,2,1.2,0.109,OWN,PERSONAL,7,3916.0,17.0,0
29,19472,11993,12,513,8,0,3.4,0.174,MORTGAGE,DEBT_CONSOLIDATION,1,1997.0,,0
35,66455,6882,48,671,10,0,1.4,0.157,OWN,PERSONAL,1,5629.0,,0
60,42583,5997,36,649,9,2,0.5,0.131,RENT,DEBT_CONSOLIDATION,4,616.0,45.0,0
45,53438,6046,24,604,13,0,8.1,0.389,MORTGAGE,HOME_IMPROVEMENT,1,2486.0,,0
25,42878,7570,48,608,14,0,3.9,0.108,MORTGAGE,DEBT_CONSOLIDATION,0,4105.0,,0
31,67925,16193,12,566,3,1,0.9,0.176,MORTGAGE,HOME_IMPROVEMENT,0,13961.0,13.0,0
54,44457,7798,48,583,9,0,3.2,0.136,MORTGAGE,DEBT_CONSOLIDATION,2,2912.0,,0
44,26078,15850,24,664,12,4,0.4,0.081,RENT,PERSONAL,1,150.0,32.0,0
35,51630,16081,48,616,12,0,4.3,0.494,MORTGAGE,MEDICAL,0,1690.0,,0
58,43109,9613,60,686,10,2,2.1,0.253,OWN,AUTO,1,24262.0,51.0,0
28,46628,12787,36,573,12,1,0.5,0.31,RENT,DEBT_CONSOLIDATION,0,4466.0,34.0,0
25,7240,9232,36,700,8,0,1.0,0.445,OWN,HOME_IMPROVEMENT,6,1420.0,,1
68,73835,10748,36,751,5,0,2.1,0.304,RENT,HOME_IMPROVEMENT,0,981.0,,0
46,40587,7584,24,639,11,0,8.2,0.517,MORTGAGE,MEDICAL,2,5917.0,,0
38,21831,14170,36,684,10,0,,0.503,RENT,AUTO,2,1490.0,,0
26,85267,8775,48,687,3,0,0.6,0.52,MORTGAGE,DEBT_CONSOLIDATION,2,3773.0,,0
57,71813,5906,60,597,11,1,3.6,0.439,RENT,DEBT_CONSOLIDATION,1,1344.0,71.0,0
68,40280,20240,60,687,7,1,4.1,0.299,RENT,PERSONAL,0,1141.0,27.0,0
33,24556,20725,36,447,9,1,0.5,0.296,RENT,DEBT_CONSOLIDATION,6,2206.0,51.0,1
48,54547,29091,48,413,12,0,1.7,0.153,RENT,MEDICAL,0,3103.0,,0
25,52779,6522,48,611,6,1,1.5,0.071,RENT,MEDICAL,2,3386.0,17.0,0
33,85357,9541,36,693,3,0,1.0,0.295,MORTGAGE,AUTO,0,2535.0,,0
37,37562,15699,24,632,5,3,1.9,0.148,MORTGAGE,DEBT_CONSOLIDATION,0,15164.0,1.0,0
60,100404,9401,36,703,7,3,0.2,0.112,RENT,HOME_IMPROVEMENT,1,2141.0,14.0,0
65,35449,19923,48,537,8,2,5.3,0.214,MORTGAGE,HOME_IMPROVEMENT,1,23663.0,7.0,0
52,21862,18931,36,715,13,1,,0.435,MORTGAGE,AUTO,5,2950.0,64.0,0
49,24850,18686,48,778,14,0,5.0,0.166,MORTGAGE,DEBT_CONSOLIDATION,3,1540.0,,0
23,47219,37115,24,580,12,0,2.2,0.137,MORTGAGE,HOME_IMPROVEMENT,4,5354.0,,0
60,47131,20970,60,705,4,2,5.5,0.547,MORTGAGE,DEBT_CONSOLIDATION,2,9630.0,24.0,0
54,59678,14879,36,641,2,0,4.2,0.168,RENT,DEBT_CONSOLIDATION,0,1258.0,,0
60,46433,11667,48,677,10,0,9.4,0.315,RENT,MEDICAL,1,564.0,,0
47,88114,12250,12,778,2,2,4.9,0.22,MORTGAGE,MEDICAL,2,13300.0,69.0,0
33,41913,6343,24,667,12,1,5.0,0.233,OWN,AUTO,0,20777.0,32.0,0
65,14798,3882,48,704,3,0,1.3,0.326,OWN,MEDICAL,3,,,0
53,45585,18483,60,532,8,0,2.7,0.256,MORTGAGE,DEBT_CONSOLIDATION,2,1382.0,,0
26,14705,31462,36,702,1,0,2.1,0.383,OWN,PERSONAL,2,2990.0,,1
44,57690,10603,12,776,14,1,0.1,0.14,RENT,HOME_IMPROVEMENT,2,766.0,9.0,0
39,92440,40577,36,561,7,0,,0.228,MORTGAGE,HOME_IMPROVEMENT,3,13891.0,,0
36,27126,11807,12,612,6,4,3.3,0.24,MORTGAGE,DEBT_CONSOLIDATION,0,4839.0,19.0,1
60,114821,3403,24,698,14,1,4.6,0.101,MORTGAGE,AUTO,1,6528.0,51.0,0
48,81284,25407,48,678,2,0,,0.32,RENT,HOME_IMPROVEMENT,1,4309.0,,0
53,101102,9552,60,524,9,0,1.4,0.317,RENT,PERSONAL,1,3659.0,,0
68,54926,27069,12,654,13,1,0.8,0.562,MORTGAGE,PERSONAL,5,4777.0,69.0,0
61,27020,5463,36,611,12,3,10.2,0.413,OWN,DEBT_CONSOLIDATION,0,3639.0,6.0,0
33,78315,17826,24,557,5,0,14.2,0.413,RENT,DEBT_CONSOLIDATION,3,16606.0,,0
63,33700,7629,24,755,2,2,3.3,0.214,MORTGAGE,AUTO,1,588.0,66.0,0
65,52614,15382,24,640,3,0,0.6,0.1,RENT,HOME_IMPROVEMENT,1,1180.0,,0
45,44231,22848,36,723,7,0,3.3,0.059,MORTGAGE,AUTO,0,2272.0,,0
62,96261,19420,12,540,7,3,0.6,0.297,RENT,DEBT_CONSOLIDATION,2,2862.0,59.0,1
56,75978,14024,36,690,10,0,10.7,0.102,MORTGAGE,AUTO,2,13392.0,,0
47,46708,5090,24,730,1,1,6.2,0.184,RENT,AUTO,0,619.0,36.0,0
58,15200,22275,24,619,10,0,1.4,0.492,RENT,HOME_IMPROVEMENT,2,7370.0,,0
27,33485,27502,24,597,14,2,10.9,0.136,MORTGAGE,HOME_IMPROVEMENT,0,3039.0,17.0,0
25,74797,6438,60,529,11,2,5.1,0.308,MORTGAGE,HOME_IMPROVEMENT,2,11037.0,59.0,1
63,57992,7135,48,566,11,3,15.3,0.13,OWN,DEBT_CONSOLIDATION,2,6078.0,8.0,0
65,19892,28325,60,601,12,0,19.7,0.145,RENT,PERSONAL,2,3085.0,,0
51,16582,11546,36,557,4,0,0.0,0.451,OWN,DEBT_CONSOLIDATION,0,1000.0,,0
43,55122,7266,36,574,6,1,0.6,0.201,OWN,AUTO,0,5683.0,12.0,0
62,25998,16168,36,653,8,0,4.0,0.158,MORTGAGE,AUTO,3,2176.0,,0
30,27544,8544,12,663,3,1,15.6,0.317,MORTGAGE,PERSONAL,1,3167.0,49.0,0
52,73392,14954,48,732,14,1,25.8,0.13,MORTGAGE,DEBT_CONSOLIDATION,3,10071.0,52.0,0
63,100845,10004,36,575,3,0,4.2,0.102,MORTGAGE,DEBT_CONSOLIDATION,0,24794.0,,0
50,31244,10623,36,641,8,2,1.0,0.099,RENT,AUTO,2,437.0,27.0,0
59,47722,29065,36,604,8,2,0.9,0.465,MORTGAGE,AUTO,0,10125.0,62.0,1
51,46885,2373,36,598,8,4,7.2,0.361,MORTGAGE,HOME_IMPROVEMENT,1,19693.0,9.0,0
38,44421,19699,60,613,1,0,4.5,0.03,OWN,HOME_IMPROVEMENT,5,2940.0,,0
56,50230,25895,36,623,8,0,4.0,0.466,OWN,HOME_IMPROVEMENT,0,813.0,,1
22,77180,8644,36,661,8,0,3.1,0.185,MORTGAGE,AUTO,1,5810.0,,0
34,32717,25756,36,611,2,0,6.5,0.504,MORTGAGE,PERSONAL,1,2871.0,,0
33,19630,6827,60,744,12,0,9.8,0.079,MORTGAGE,DEBT_CONSOLIDATION,4,350058.0,,0
49,135132,8417,36,495,9,5,1.8,0.315,MORTGAGE,PERSONAL,0,5622.0,28.0,1
32,94245,7765,36,729,7,0,1.2,0.251,MORTGAGE,DEBT_CONSOLIDATION,3,1939.0,,0
59,25281,26001,24,608,8,0,5.5,0.545,RENT,PERSONAL,2,539.0,,0
22,53177,3938,48,623,2,0,12.3,0.128,MORTGAGE,AUTO,0,1029.0,,0
52,89897,42113,24,639,4,0,2.1,0.438,RENT,AUTO,0,11515.0,,0
33,76836,10792,36,699,7,0,1.6,0.152,OWN,PERSONAL,0,382.0,,0
66,64680,20546,60,565,6,1,1.3,0.5,MORTGAGE,DEBT_CONSOLIDATION,2,400.0,17.0,0
47,44261,19343,60,584,7,0,1.5,0.257,MORTGAGE,AUTO,1,13296.0,,0
69,138190,14852,36,682,1,0,0.7,0.258,MORTGAGE,AUTO,0,2235.0,,0
61,55967,8774,48,495,8,0,4.5,0.402,MORTGAGE,PERSONAL,2,2577.0,,0
37,35991,31878,12,637,13,1,1.6,0.184,MORTGAGE,DEBT_CONSOLIDATION,1,7725.0,20.0,0
60,82673,9317,48,572,7,0,4.8,0.244,MORTGAGE,DEBT_CONSOLIDATION,0,2667.0,,1
51,51929,8007,36,554,13,0,0.4,0.374,MORTGAGE,DEBT_CONSOLIDATION,5,458.0,,0
54,60469,24696,36,500,4,3,0.6,0.274,RENT,DEBT_CONSOLIDATION,3,1544.0,15.0,0
44,55375,14795,60,705,1,0,,0.123,OWN,DEBT_CONSOLIDATION,0,6699.0,,0
65,66043,34561,48,653,8,1,3.6,0.267,RENT,DEBT_CONSOLIDATION,5,3971.0,35.0,0
55,27253,12786,24,582,10,3,1.6,0.092,RENT,MEDICAL,4,25564.0,55.0,0
68,20524,8471,48,626,7,0,,0.481,MORTGAGE,PERSONAL,0,6219.0,,0
26,115900,16193,12,547,8,2,1.0,0.108,RENT,HOME_IMPROVEMENT,0,1189.0,47.0,0
